ID;Filename;Link;Catalog;Title;Date;Creator;Contributor;Publisher;Width;Height;Scale;Shelfmark;;Remarks;Questions
1874/20477;024770001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-20477;http://hdl.handle.net/1874/20477;Tabula Comitatus Hollandiæ cum ipsius consinijs Dominii nimirum Ultraiectini nec non Geldriæ et Frisiæ geographice tradita curis;1733;;;Norib. : Homannianorum Heredum;500;580;Schaal [ca. 1:300.000].;Kaart *Blonk* HOL-83;;;
1874/20478;000717-20.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-20478;http://hdl.handle.net/1874/20478;Comitatus Hollandiæ et Dominii Ultraiectini tabula;1721;[Jacob Aertsz. Colom].;;Amstelodami : ex officina I. Côvens et C. Mortier vulgo de Vygendam;2990;1620;Schaal [ca. 1:60.000];Kaart *Blonk* HOL-84;;Hier is geen gemonteerde afbeelding voor;Welke afbeelding wil je gebruiken?
1874/20479;204790001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-20479;http://hdl.handle.net/1874/20479;Nuova carta della contèa di Olanda;1740;;;[Venezia] : [Giambatista Albrizzi];320;270;Schaal [ca. 1:700.000].;Kaart *Blonk* HOL-85;;;
1874/20480;204800001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-20480;http://hdl.handle.net/1874/20480;Nuova carta della contea di Olanda;1741;Frano. Sesone sculp.;;[Napoli] : [Francesco Ricciardo];310;270;Schaal [ca. 1:700.000].;Kaart *Blonk* HOL-86;;;
1874/20481;204810001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-20481;http://hdl.handle.net/1874/20481;"Tabula Comitatus Hollandiæ in præfecturas suas distributa; cui adjuncta est provinc. Ultraiectina et maxima pars Geldriæ";1741;sum(m)o studio delin. et aeri incidit Matthaeus Seutter.;;Aug[sburg] : [Matthæus Seutter];570;500;Schaal [ca. 1:310.000];Kaart *Blonk* HOL-87;;;
1874/20482;204820001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-20482;http://hdl.handle.net/1874/20482;"Tabula Comitatus Hollandiæ in præfecturas suas distributa; cui adjuncta est provinc. Ultraiectina et maxima pars Geldriæ";1791;sum[m]o studio delin. et aeri incidit Johan Michael Probst, geogr. et calcogr., renovatus.;;Aug[usta Vindelicorum];570;500;Schaal [ca. 1:310.000].;Kaart *Blonk* HOL-88;;;
1874/20483;204830001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-20483;http://hdl.handle.net/1874/20483;Nieuwe kaart der provincie van Holland;1744;[Jacob Keizer tekenaar en graveur].;;Amsterdam : by Isaak Tirion;390;340;Schaal [ca. 1:440.000].;Kaart *Blonk* HOL-89;;;
1874/20484;204840001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-20484;http://hdl.handle.net/1874/20484;Nieuwe kaart van het Hoogheemraadschap van Rynland, als mede van Amstelland en het Waterschap van Woerden met alle de uitgeveende plassen droogmakeryen enz. tot opheldering van den Tegenwoordigen staat der Vereenigde Nederlanden;1745;[Jacob Keizer tekenaar en graveur];;Te Amst. : by Is. Tirion;380;330;Schaal [ca. 1:150.000];Kaart *Blonk* HOL-90;;;
1874/20485;204850001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-20485;http://hdl.handle.net/1874/20485;Les provinces de Hollande et d'Utrecht;1748;[Georges-Louis Le Rouge].;;[Paris] : G. Le Rouge;200;270;Schaal [ca. 1:800.000].;Kaart *Blonk* HOL-91;;;
1874/20486;204860001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-20486;http://hdl.handle.net/1874/20486;"Carte generale des IX de la Hollande; avec la Seig. d'Utrecht, Par.tie de la Gueldre, &c.";1748;[Guillaume Delahaye graveur].;;[Paris] : par le sr. Robert, géogr. du roi;210;170;Schaal [ca. 1:850.000].;Kaart *Blonk* HOL-92;;;
1874/20487;204870001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-20487;http://hdl.handle.net/1874/20487;"Carte generale des IX de la Hollande; avec la Seig. d'Utrecht, Par.tie de la Gueldre, &c.";1799;;;[Paris ] : par le sr. Robert, géog[raphe] du roi;210;170;Schaal [ca. 1:850.000].;Kaart *Blonk* HOL-93;;;
1874/20488;204880001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-20488;http://hdl.handle.net/1874/20488;Carte du Comté de Hollande où se trouve l'isle de Texel;1748;gravé par Guil. Delahaye.;;[Paris] : par le sr. Robert geog. ord. du roi;220;170;Schaal [ca. 1:300.000].;Kaart *Blonk* HOL-94;;;
1874/20489;204890001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-20489;http://hdl.handle.net/1874/20489;Partie du Comté de Hollande où sont les environs d'Alcmaar, de Medenblick, d'Enckhuysen, dEdam &c.;1748;gravé par Guill. Delahaye.;;[Paris[ : par le sr Robert géog. ord. du roi;220;160;Schaal [ca. 1:300.000].;Kaart *Blonk* HOL-95;;;
1874/20490;204900001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-20490;http://hdl.handle.net/1874/20490;Carte du la Hollande où se trouve une partie de la Veluwe, et de l'Over-Yssel;1748;gravé par Guill. Delahaye.;;[Paris] : par le Robert géog. ord. du roi;210;160;Schaal [ca. 1:300.000].;Kaart *Blonk* HOL-96;;;
1874/20491;204910001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-20491;http://hdl.handle.net/1874/20491;Partie du Comté de Hollande, où sont les environs de Haarlem, Leyden, la Haye, Delft, Gonda [!] &c.;1748;gravé par Guill. Delahaye.;;[Paris] : par le sr. Robert géographe ord. du roi;220;160;Schaal [ca. 1:300.000.;Kaart *Blonk* HOL-97;;;
1874/20492;204920001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-20492;http://hdl.handle.net/1874/20492;Carte de la Hollande et de la Seigneurie, d Utrecht, où sont les environs d'Amsteldam de Muyden, Naarden, Woerden, et d'Utrecht;1748;[Guillaume Delahaye].;;[Paris] : par le sr. Robert géog. ord. roi;210;170;Schaal [ca. 1:300.000].;Kaart *Blonk* HOL-98;;;
1874/20493;204930001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-20493;http://hdl.handle.net/1874/20493;Partie du Duche de Gueldre où se trouve la Veluwe;1748;[Guillaume Delahaye].;;[Paris] : par le sr. Robert geog. du roi;190;160;Schaal [ca. 1:300.000].;Kaart *Blonk* HOL-99;;;
1874/20494;204940001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-20494;http://hdl.handle.net/1874/20494;Carte de la Hollande ou sont les envs. de Rotterdam, d'Hellevoetsluys, de Goerée, de Villemstat &c.;1748;gravé par Delahaye Lainé.;;[Paris] : par le sr. Robert géographe ordin. du roi;210;160;Schaal [ca. 1:300.000].;Kaart *Blonk* HOL-100;;;
1874/20495;204950001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-20495;http://hdl.handle.net/1874/20495;Carte de la Hollande où son [!] les environs de Schoonhove, de Uyane [= Vianen], de Gorcum, d'Heusden, de Geertruydenberg, partie d'Utrecht, et de la Gueldre;1748;[Guillaume Delahaye].;;[Paris] : par le sr. Robert géographe ordinaire du roi;210;170;Schaal [ca. 1:300.000].;Kaart *Blonk* HOL-101;;;
1874/20496;204960001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-20496;http://hdl.handle.net/1874/20496;Carte de la Hollande où sont les environs de Nimegue, de Grave, d'Arnhem dans le Dche. de Gueldre;1748;gravé par Delahaye Laine.;;[Paris] : par le sr. Robert géog. du roi;190;170;Schaal [ca. 1:300.000].;Kaart *Blonk* HOL-102;;;
1874/20497;204970001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-20497;http://hdl.handle.net/1874/20497;Carte du Comté de Hollande;1764;;;[Paris] : [Jacques Nicolas Bellin];180;230;Schaal [ca. 1:700.000].;Kaart *Blonk* HOL-103;;;
1874/20498;204980001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-20498;http://hdl.handle.net/1874/20498;Kaartje van Noord Holland en 't grootste gedeelte van de Zuider Zee getekent naar de peil kaart der pilotagie;1785;[A. van Krefelt, graveur];;[Amsterdam] : [Firma Elwe & Langeveld];190;250;Schaal [ca. 1:450.000];Kaart *Blonk* HOL-104;;;
1874/20499;204990001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-20499;http://hdl.handle.net/1874/20499;Charte von Holland;1791;nach astronomischen Beobachtungen, den Messungen des Schnellius &.c.c. und den vorzüglichsten Specialcharten neu entworfen von F.L. Güssefeld.;;Nürnberg : bey den Hom[ännischen Erben];450;570;Schaal [ca. 1:300.000].;Kaart *Blonk* HOL-105;;;
1874/20500;205000001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-20500;http://hdl.handle.net/1874/20500;Holland;1791;;;[Wien] : [Franz Johann Joseph von Reilly];250;220;Schaal [ca. 1:800.000].;Kaart *Blonk* HOL-106;;;
1874/20501;205010001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-20501;http://hdl.handle.net/1874/20501;Nieuwe kaart van Holland tot het Vaderlandsch Woordenboek van Kok behoorende;1792;J.C. de Roeder, delin. ; H. Klockhoff, dir. sculp. 1792.;[Amsterdam] : [Johannes Allart];390;320;Schaal [ca. 1:675.000];Kaart *Blonk* HOL-107;;;
1874/20502;205020001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-20502;http://hdl.handle.net/1874/20502;Nieuwe kaart van Holland;1792;J.C. de Roeder, delin. ; H. Klockhoff, dir. sculp. 1792.;[Amsterdam] : [Johannes Allart];390;320;Schaal [ca. 1:675.000].;Kaart *Blonk* HOL-108;;;
1874/20543;205030003.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-20543;http://hdl.handle.net/1874/20543;Nieuwe kaart van Holland, Utrecht, de Vyf Heeren Landen en een gedeelte van Gelderland. naar de nieuwste waarnemingen geteekent;1792;[C. Cóvens, delin.] ; [C. van Baarsel, sculpt. 1792].;Te Amsterdam : by Iohannes Covens en Zoon;830;610;Schaal [ca. 1:175.000].;Kaart *Blonk* HOL-109;;;
1874/20503;205030003.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-20503;http://hdl.handle.net/1874/20503;Nieuwe kaart van Noord Holland, verdeeld in de hoogheemraadschappen, van Kennemerland, West-Friesland en Waterland, benevens de drooggemaakte meeren, als Purmer, Wormer, Beemster, Schermer enz. bevattende meede de eilanden Texel, Vlieland en Terschelling;1792;C. Cóvens, delin. ; C. van Baarsel, sculp. 1792.;Te Amsterdam : zeer nauwkeurig geteekend, en in 't licht gegeeven door, Johannes Covens en Zoon;590;910;Schaal [ca. 1:175.000];Kaart *Blonk* HOL-110;;;
1874/20544;295440008.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-20544;http://hdl.handle.net/1874/20544;"Karte von den Provinzen Holland und Utrecht in VIII Blatt aus Hülfsmittel die auf dem Local geprüft sind zusammengetragen und herausgegeben; und seinem würdigen Freunde dem Baudirector Schilling in Amsteldam zugeeignet von Wiebeking Hessen Darmstädtschen Steuer Rath und Ober Rheinbau - Inspektor der phijsicalisch-oeconomischen Gesellschaft zu Heidelberg Mitglied.";1796;gestochen von Eckard in Darmstadt.;;Darmstadt [?] : [Carl Friedrich von] Wiebeking, beendigt im Decembr:, 1796;1160;1930;Schaal [ca. 1:100.000].;Kaart *Blonk* HOL-111a-f;;Hier is geen gemonteerde afbeelding van;Welke afbeelding wil je gebruiken?
1874/20545;205450001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-20545;http://hdl.handle.net/1874/20545;Ultraiectum;1628;[Abraham Goos graveur];;[Amsterdam] : [Johannes Janssonius];180;130;Schaal [ca. 1:425.000];Kaart *Blonk* UTR-1;;;
1874/20546;205460001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-20546;http://hdl.handle.net/1874/20546;Episcop. Ultraiectinus;1628;auct. Balthazaro Florentio a Berkenrode ; Evert Sijmonszoon Hamersveldt sculpsit.;Amstelodami : apud Henricum Hondium, sub insigno Atlantis., ao. 1628;490;380;Schaal [ca. 1:115.000];Kaart *Blonk* UTR-2;;;
1874/20547;205470001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-20547;http://hdl.handle.net/1874/20547;Ultraiectum Dominium;1632;Petrus Kærius cælavit.;;[Amsterdam] : [Jan Evertsz. Cloppenburgh];260;190;Schaal [ca. 1:415.000];Kaart *Blonk* UTR-3;;;
1874/20548;205480001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-20548;http://hdl.handle.net/1874/20548;Ultrajectum;1634;[Jodocus Hondius jr. graveur];;[Amsterdam] : [Jodocus Hondius jr.];130;100;Schaal [ca. 1:540.000];Kaart *Blonk* UTR-4;;;
1874/20549;205490001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-20549;http://hdl.handle.net/1874/20549;Ultraiectini Dominii tabula multo aliis auctior et correctior;1670;per F. de Wit.;;Tot Amsterdam : by Frederick de Wit ...;570;470;Schaal [ca. 1:100.000];Kaart *Blonk* UTR-5;;;
1874/20550;205500001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-20550;http://hdl.handle.net/1874/20550;La Seigneurie d'Utrecht. Dressé sur les memoires les plus nouveaux;1697;dressé sur les memoires les plus nouveaux par le Sr. Sanson, geographe ordinaire du roy.;;A Amsterdam : chez Pierre Mortier et compangie;560;430;Schaal [ca. 1:150.000];Kaart *Blonk* UTR-6;;;
1874/20551;205510001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-20551;http://hdl.handle.net/1874/20551;Uitrecht;1725;[François Halma].;;[Leeuwarden] : [Henrik Halma];440;330;Schaal [ca. 1:160.000].;Kaart *Blonk* UTR-7;;;
1874/20552;205520001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-20552;http://hdl.handle.net/1874/20552;'T Hoogen Heemraetschap van den Landen van Woerden;1740;[Hendrik de Leth];;[Amsterdam] : [Hendrik de Leth];200;180;Schaal [ca. 1:100.000];Kaart *Blonk* UTR-8;;;
1874/20553;205530001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-20553;http://hdl.handle.net/1874/20553;Carte von Utrecht;1787;entworfen von F.L. Güssefeld.;;Nürnberg : bey den Hom[ännischen] Erben;580;420;Schaal [ca. 1:115.000];Kaart *Blonk* UTR-9;;;
1874/20554;205540001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-20554;http://hdl.handle.net/1874/20554;Nieuwe kaart van Utrecht behoorende tot het Vaderlandsch woordenboek van Jacobus Kok;1797;J.C. de Roeder, del. ; C. van Baarsel, sculp.;[Amsterdam] : [by Johannes Allart];420;330;Schaal [ca. 1:170.000];Kaart *Blonk* UTR-10;;;
1874/20555;000755-4.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-20555;http://hdl.handle.net/1874/20555;Kaart van de provincie Utrecht;1850;vervaardigd op last van: de edel groot achtbare heeren staten van dat gewest, en onder toezigt van: J.H. Kips ... ;" zamengest. en geteekend, door A.A. Nunnink ;  [lithografie van Johannes Marinus Huart]";[S.l.] : [s.n.];1440;980;Schaal 1:50.000.;Kaart *Blonk* UTR-11a-d;;Hier is geen gemonteerde afbeelding van;Welke afbeelding wil je gebruiken?
1874/20556;205560004.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-20556;http://hdl.handle.net/1874/20556;Kaart van de provincie Utrecht op de schaal van 1 à 50.000;1882;uitgegeven onder goedkeuring van H.H. Gedeputeerde Staten van dat gewest.;;[Utrecht] : [uitgaaf van J. van Druten];1370;1030;Schaal 1:50.000.;Kaart *Blonk* UTR-12a-d;;Hier is geen gemonteerde afbeelding van;Welke afbeelding wil je gebruiken?
1874/342787;0212640001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-342787;http://hdl.handle.net/1874/342787;De Zeven Verenigde Nederlanden;1752;afgebeeld door W.A. Bachiene ; J. van Jagen sculp.;Te Amsterdam : bij D. Onder de Linden;430;330;Schaal [ca. 1:800.000];KAART: *VIII*.B.a.1 (Dk34-14);;;
1874/351608;0212650001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-351608;http://hdl.handle.net/1874/351608;De VII Vereenigde Nederlandsche Provinciën;1793;naar de nieuwste meetingen naauwkeurig geteekend en in 't koper gebragt door Christiaan Sepp en Zoon.;;Te Amsterdam : by J.C. Sepp;1240;1030;Schaal [ca. 1:250.000];KAART: *VIII*.B.a.9 (Dk50-9);;;
1874/342788;0212670001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-342788;http://hdl.handle.net/1874/342788;Belgii pars septentrionalis communi nomine vulgo Hollandia ...;1705;edente Petro Schenkio;;Amstelaedami : Petrus Schenkius;600;480;Schaal [ca. 1:640.000];KAART: *VIII*.B.a.13 (Dk34-20);;;
1874/349887;0212690001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-349887;http://hdl.handle.net/1874/349887;Carte des sept provinces unies des Pays-Bas connues sous le nom général de Hollande;1805;dressée par Hérisson ...;;A Paris : chez Basset;770;540;Schaal [ca. 1:700.000];KAART: *VIII*.B.a.14 (Dk34-14);;;
1874/348496;0212700001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-348496;http://hdl.handle.net/1874/348496;Nieuwe aardrykskundige kaart van het Koningryk Holland in deszelfs geheel grondgebied met het voormalig Oost-Friesland, Jeverland, Kniphuisen en Varel;1809;naar de jongste Staats-verdragen door Jacob de Gelder ; A Zürcher sculp.;Te Amsterdam : by Johs. Allart en Jacs. Ruis;740;600;Schaal [ca. 1:700.000];KAART: *VIII*.B.a.15 (Dk34-14);;;
1874/351952;0212710007.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-351952;http://hdl.handle.net/1874/351952;Nieuwe kaart van het Koningrijk der Nederlanden op de schaal van 1:200.000;1870;vervaardigd naar de Groote Topographische Kaart van het Ministerie van Oorlog onder toezigt van E. Olivier Dz. en P.H. Witkamp, door J. Smulders & Cie. 's Hage, lithographen van Z.M. den Koning.;;Amsterdam : C.L. Brinkman;1400;1700;Schaal 1:200.000.;KAART: *VIII*.B.a.16 (Dk34-20);;;
1874/348497;0212720001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-348497;http://hdl.handle.net/1874/348497;Carte physique et routière du royaume des Pays-Bas indiquant les canaux de différentes classes, les relais de poste et leurs distances intermediaires;1830;par J. Andriveau géographe ;" gravé au burin par Piat ;  la lettre par Arnoul.";"Paris : chez J. Goujon &amp; J. Andriveau ...";600;860;Schaal [ca. 1:600.000];KAART: *VIII*.B.a.17 (Dk34-20);;;
1874/348498;0212730001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-348498;http://hdl.handle.net/1874/348498;Algemeene kaart der Vereenigde Nederlanden : getrokken uyt de aller naauwkeurigsten kaarten, opde plaatsen selve gemaakt, en geschikt volgens de beste en nieuwste waarnemingen en aanteekeningen.;1730;;;t' Amsterdam : by Zacharias Ch;445;400;Schaal [ca. 1:1.000.000];KAART: *VIII*.B.a.18 (Dk34-20);;;
1874/348499;0212740001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-348499;http://hdl.handle.net/1874/348499;Nieuwe kaart van de XVII Nederlandsche Provincien : waar in aangewezen worden de landen door den Koning van Vrankryk geconquesteerd als mede die van het Huis van Oostenryk, van den Koning van Pruisen en den Staat der Vereenigde Nederlanden, alles volgens het laatste tractaat van Barriere;1725;uitgege[ve]n door Reinier en Josua Ottens te Amsterdam.;;Te Amsterdam : Reinier en Josua Ottens;510;590;Schaal [ca. 1:850.000];KAART: *VIII*.B.a.19 (Dk34-20);;;
1874/342789;0212750001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-342789;http://hdl.handle.net/1874/342789;Belgii pars septentrionalis communi nomine vulgo Hollandia ... =;1751;naaukeurig aangewesen en uyt de beste aantekeninge opgestelt.;;Ultrajecti : Cornelius Kribber;590;470;Schaal [ca. 1:800.000];KAART: *VIII*.B.a.20 (Dk34-20);;;
1874/342790;0212780001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-342790;http://hdl.handle.net/1874/342790;Provinces-Unies des Pays-Bas : avec leurs acquisitions dans la Flandre, le Brabant, le Limbourg et le Lyege;1700;par le Sr. Sanson, Géographe ordinaire du Roy ; Cordier, sculp.;Paris : H. Jaillot;650;460;Schaal [ca. 1:700.000];KAART: *VIII*.B.a.21 (Dk34-20);;;
1874/342791;0212790001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-342791;http://hdl.handle.net/1874/342791;Belgii faederati nova descriptio;1660;auctore Jodoco Hondio.;;T'Amsterdam : by Clemendt de Jonghe exc.;490;390;Schaal [ca. 1:700.000];KAART: *VIII*.B.a.22 (Dk34-20);;;
1874/342792;0212800001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-342792;http://hdl.handle.net/1874/342792;Novissima et accuratissima XVII provinciarum Germaniae Inferioris delineatio;1683;A. Deur sculpsit.;;[Amsterdam] : ex officina Nicolai Visscher;570;470;Schaal [ca. 1:910.000];KAART: *VIII*.B.a.23 (Dk34-20);;;
